pot,region,pop,trt,geno,lab,alt_lab1,alt_lab2,vwc_adj,group,biomass_belowground,biomass_rhizome,biomass_aboveground,flwr_mass_final,flwr_mass_1.2,flwr_mass_4,flwr_mass_lifetime,did_flwr,flwr_color,flwr_count_1.2,flwr_len_1.2,flwr_avg_ind_len,flwr_avg_ind_mass,max_height,ht.91-130,ht.80-90,ht.70-79,ht.49-69,ht.38-48,ht.30-37,ht.20-29,ht.10-19,ht.1-9,avg_predawn_mpa_expt,avg_midday_mpa_expt,avg_predawn_mpa_drydown,avg_midday_mpa_drydown
205,Boulder,ST,ND,1,ST01,ST1ND,NDST1,26.05,26,0.63,1.33,3.19,0.0681,0.1198,0.1009,0.2888,1,green,12,38.9,3.24167,10.92857,63.9,59.2,61.85,59.69,58.4,43.15,35.75,31.9333,12.7667,3.5,-2,-2.48,NA,NA
206,Boulder,ST,ND,2,ST02,ST2ND,NDST2,27.7875,26,0.69,1.12,1.45,0,0,0.0446,0.0446,1,NA,0,0,NA,NA,42.2,42.2,42.2,40.005,23,13.5,4.55,3.6333,3.2667,2.9,-0.7,-2.25,NA,NA
207,Boulder,ST,ND,3,ST03,ST3ND,NDST3,27.25,26,0.93,1.61,2.26,0,0.0894,0.1088,0.1982,1,green,7,23.1,2.8875,13.07778,49.5,45,47.25,44.45,49.2,44.45,34.25,24.6,12.9667,4.2,-5.3,-5.4,NA,NA
208,Boulder,ST,ND,4,ST04,ST4ND,NDST4,28.9125,26,0.16,1.06,1,0,0,0.1431,0.1431,1,NA,0,0,NA,NA,31.2,31.2,18.65,15.24,4.3,4.1,4.1,4.2333,3.8333,3.7,NA,NA,-1.05,-2
209,Boulder,ST,ND,5,ST05,ST5ND,NDST5,28.625,26,0.13,0.56,1.01,0,0,0.109,0.109,1,NA,0,0,NA,NA,40.3,39.9,40.3,33.02,25.2,11.85,5.95,6,5.9333,5.4333,NA,NA,NA,NA
210,Boulder,ST,ND,6,ST06,ST6ND,NDST6,27.025,26,0.83,2.9,6.56,0,0.1695,0.4148,0.5843,1,green,18,61.9,3.43889,12.12,76.2,75,74.35,76.2,73.65,55.65,44,30.7,16.7333,5.8667,-6.5,-4.15,NA,NA
211,Boulder,ST,ND,7,ST07,ST7ND,NDST7,28.25,26,2.24,1.91,3.01,0,0.2313,0,0.2313,1,green,15,45.4,3.24286,16,60.96,60.4,60.3,60.96,56.8,47.35,33.9,22.4333,8.6667,3.5333,-6.5,-6.5,NA,NA
212,Boulder,ST,ND,8,ST08,ST8ND,NDST8,25.03,26,2.4,2.17,5.75,0,0.2823,0.3601,0.6424,1,green,16,72.3,4.51875,18.15556,68.4,66.4,66.4,66.04,68.15,64.05,48.95,34.0333,21.1333,6.8333,-6.5,-6.5,NA,NA
213,Boulder,ST,ND,9,ST09,ST9ND,NDST9,26.75,26,1.44,2.08,3.94,0.0404,0.3171,0.2713,0.6288,1,green,18,57.9,3.21667,19.66,69.85,69,68.75,69.85,68.8,61.25,42.1,28.5333,18.9,6.6,-2.45,-2.38,NA,NA
214,Boulder,ST,ND,10,ST10,ST10ND,NDST10,29.0375,26,0.06,0.55,0.35,0,0,0,0,0,NA,0,0,NA,NA,21.3,21.3,17.75,12.7,3.25,3,3,3.2667,3.3667,3.2,NA,NA,NA,NA
215,Boulder,ST,ND,11,ST11,ST11ND,NDST11,NA,26,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,3,3,3.5,4.1667,4.5,3.6667,NA,NA,NA,NA
216,Boulder,ST,ND,12,ST12,ST12ND,NDST12,NA,26,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,5.65,4.5,4,4.9,3.8667,3.7333,NA,NA,NA,NA
217,Boulder,ST,ND,13,ST13,ST13ND,NDST13,28.45,26,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.5,6.5,6.2,5.08,5.65,3.95,3.5,3.9667,2.9333,2.6667,NA,NA,NA,NA
218,Boulder,ST,ND,14,ST14,ST14ND,NDST14,28.775,26,1.9,1.79,4.49,0,0.175,0,0.175,1,green,13,48.4,3.72308,13.3,82,82,81.75,81.28,78.85,58.85,41.8,26.5333,11.5,4.1667,-3.9,-3.08,NA,NA
219,Boulder,ST,ND,15,ST15,ST15ND,NDST15,28.1875,26,1.37,1.54,3.69,0.0228,0.2025,0.1186,0.3439,1,green,8,35.9,4.4875,21.8,73.66,6.6,66.5,73.66,73.2,66.15,49.5,29.2,14.4,4.5333,-2.98,-3.4,NA,NA
220,Boulder,ST,ND,16,ST16,ST16ND,NDST16,27.11666667,26,1.37,1.92,3.49,0,0.2027,0.0922,0.2949,1,green,9,38.2,4.24444,14.26,60.9,58.9,59.15,60.325,60.55,49.55,35.35,26.3667,16.8,6.8,-3.7,-4.2,NA,NA
221,Boulder,ST,ND,17,ST17,ST17ND,NDST17,26.05,26,0.21,0.58,0.4,0,0,0.0511,0.0511,1,NA,0,0,NA,NA,16.8,16.8,9,4.445,13,5,3.55,3.1333,3.0667,2.4667,-0.6,-1,NA,NA
222,Boulder,ST,D,1,ST01,ST1D,DST1,7.5625,25,tr,tr,tr,tr,0.083,0,0.083,1,green,9,21.6,2.7,8.21111,55.5,54.8,55.15,54.61,54.6,44.35,33,29.9,18.0333,5.9333,NA,NA,-0.65,-1.5
223,Boulder,ST,D,2,ST02,ST2D,DST2,13.025,25,0.19,0.63,0.44,0,0,0,0,0,NA,0,0,NA,NA,34,34,22.45,13.335,4.1,3.6,3.6,3.6,3.5,2.9333,-0.65,-2.25,NA,NA
224,Boulder,ST,D,3,ST03,ST3D,DST3,9.166666667,25,0.72,1.12,2.73,0,0.0284,0.1073,0.1357,1,green,6,14.2,2.36667,3.72857,34.4,34.4,30.3,29.21,32.05,23.15,15.55,7.4,3.5,3.0667,-6.5,-6.5,NA,NA
225,Boulder,ST,D,4,ST04,ST4D,DST4,9.99375,25,tr,tr,tr,tr,0,0.0474,0.0474,1,NA,0,0,NA,NA,56.9,56.9,56.1,55.88,55.95,48.65,35.2,22.3,9.0667,4,NA,NA,-0.4,-1.8
226,Boulder,ST,D,5,ST05,ST5D,DST5,NA,25,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,3.6,3.6,3.6,3.6,3.1,2.9,NA,NA,NA,NA
227,Boulder,ST,D,6,ST06,ST6D,DST6,10.4,25,0.42,0.81,2.66,0,0.1159,0.0708,0.1867,1,green,10,35.5,3.55,13.81667,64.8,64.8,64.35,63.5,58.8,48.45,34.65,22,8.4333,4.1,-1.5,-1.65,NA,NA
228,Boulder,ST,D,7,ST07,ST7D,DST7,7.4375,25,1.25,1.24,2.19,0,0.1385,0,0.1385,1,green,12,39.4,3.28333,15.01429,57.9,57.9,56.55,55.88,56.3,46.4,34.85,27.1333,14.2333,3.9667,-6.5,-4.3,NA,NA
229,Boulder,ST,D,8,ST08,ST8D,DST8,8.65625,25,0.69,0.59,2.66,0,0.0558,0.0533,0.1091,1,green,4,15.9,3.975,15.68,58.5,50.3,53.9,57.785,58,50.6,39.15,32.5667,18.5667,6.5333,-5.85,-6,NA,NA
230,Boulder,ST,D,9,ST09,ST9D,DST9,NA,25,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,3.7,3.7,3.7,3.6333,3,2.5,NA,NA,NA,NA
231,Boulder,ST,D,10,ST10,ST10D,DST10,NA,25,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,3.5,3.5,3.5,3.3667,3.3,3.1333,NA,NA,NA,NA
232,Boulder,ST,D,11,ST11,ST11D,DST11,7.822222222,25,tr,tr,tr,tr,0.1663,0,0.1663,1,green,13,42.5,3.26923,14.86,52.07,40.2,51.4,52.07,44.95,39.45,31.8,26.5,16.6667,5.4,NA,NA,NA,NA
233,Boulder,ST,D,12,ST12,ST12D,DST12,8.892857143,25,0.5,0.72,1.82,0,0.0327,0.0729,0.1056,1,green,1,4.9,4.9,16.35,46.6,40.3,46.15,45.72,44,29.2,20.9,12.6,3.5,3.1667,NA,NA,NA,NA
234,Boulder,ST,D,13,ST13,ST13D,DST13,9.05,25,0.39,0.97,1.57,0,0.0557,0.0712,0.1269,1,green,3,12.4,4.13333,15.575,46.99,46.3,46.3,46.99,46.15,33.95,23.55,14.9333,11.4333,4.7,NA,NA,-0.35,-1.47
235,Boulder,ST,D,14,ST14,ST14D,DST14,6.757142857,25,tr,tr,tr,tr,0.2688,0.0355,0.3043,1,green,12,44.3,3.69167,24,71.4,71.4,71.2,70.485,70.35,60.15,49.5,38.8333,20.2667,5.1667,NA,NA,-3.45,-3.3
236,Boulder,ST,D,15,ST15,ST15D,DST15,NA,25,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,6.3,6.3,6.3,6.3,6.2333,4.9667,NA,NA,NA,NA
237,Boulder,ST,D,16,ST16,ST16D,DST16,7.43,25,no pot,no pot,no pot,no pot,0.1277,0.0641,0.1918,1,green,7,26.1,3.72857,17.9375,58,58,57.9,57.785,55,42.55,30.8,25.3,15.1667,4.4667,-6.5,-6.5,NA,NA
238,Boulder,ST,D,17,ST17,ST17D,DST17,9.6,25,0.5,0.81,2,0,0.0382,0.0158,0.054,1,green,2,8.7,4.35,18.46667,54.61,54.3,53.9,54.61,51.8,40.9,33.6,28.0333,15.6,5.85,-1.85,-2.45,NA,NA
239,Boulder,WR,ND,1,WR01,WR1ND,NDWR1,27.0875,30,1.14,0.77,3.47,0.0389,0.0536,0.1322,0.2247,1,green,8,20.6,2.575,6.91,54.1,48.04,43,43,39.37,38.5333,33.15,19.9333,11.6667,7.15,NA,NA,-0.4,-1.05
240,Boulder,WR,ND,2,WR02,WR2ND,NDWR2,26.875,30,0,0.5,0.66,0,0,0,0,0,NA,0,0,NA,NA,28.6,16.72,8.2,7.8,6.35,5.9,5.7,5.4333,5.3667,4.45,NA,NA,NA,NA
241,Boulder,WR,ND,3,WR03,WR3ND,NDWR3,NA,30,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA,3.2,3.2,3.2,3.0667,3,NA,NA,NA,NA
242,Boulder,WR,ND,4,WR04,WR4ND,NDWR4,NA,30,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,7.1,7.1,7.0667,6.9,5.3,NA,NA,NA,NA
243,Boulder,WR,ND,5,WR05,WR5ND,NDWR5,27.33333333,30,0.34,0.31,1.7,0.0193,0,0.0566,0.0759,1,NA,0,0,NA,NA,53.1,40.68,20.8,17.4,27.305,8.8333,6.25,5.7333,5.2667,3.9,NA,NA,NA,NA
244,Boulder,WR,ND,6,WR06,WR6ND,NDWR6,27.3875,30,1.37,1.37,4.72,0,0.2191,0,0.2191,1,green,25,72.8,2.8,11.13929,57.15,51.74,54.05,56.9,57.15,40.2333,35.55,32.8667,20.3667,7.05,-0.45,-1.4,NA,NA
245,Boulder,WR,ND,7,WR07,WR7ND,NDWR7,24.42,30,2.98,1.69,4.26,0,0.133,0.0078,0.1408,1,green,11,39.8,3.61818,14.55833,62.5,61.86,61.8,61.1,62.23,61.8333,48.55,32.3667,15.1667,4.5,-1.95,-1.95,NA,NA
246,Boulder,WR,ND,8,WR08,WR8ND,NDWR8,26.81666667,30,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,7.6,7.32,7.05,6.9,5.715,6.6333,5.95,5.9,5.9,5.25,NA,NA,NA,NA
247,Boulder,WR,ND,9,WR09,WR9ND,NDWR9,25.06,30,2.48,2.41,7.28,0,0.0396,0,0.0396,1,green,3,13.7,4.56667,12.75,66.3,65.46,64,64,64.77,62.7333,51.1,34.5333,21.1333,8.65,NA,NA,-0.3,-1.3
248,Boulder,WR,ND,10,WR10,WR10ND,NDWR10,NA,30,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,3.6,3.6,3.6,3.5,3.35,NA,NA,NA,NA
249,Boulder,WR,ND,11,WR11,WR11ND,NDWR11,25.825,30,1.81,1.29,4.42,0.0217,0.1528,0.1373,0.3118,1,green,16,34.8,2.67692,13.89375,60.1,58.36,59.65,55.9,59.055,57.1667,47.6,26.5667,11.8,5.65,-2.2,-3.25,NA,NA
250,Boulder,WR,ND,12,WR12,WR12ND,NDWR12,26.5375,30,1.01,1.18,4.2,0,0.2285,0.0877,0.3162,1,green,17,50.5,2.97059,15.53684,53.9,53.8,53.3,52,53.34,53.2333,50.9,36.3,17.9,5.7,-1.95,-2,NA,NA
251,Boulder,WR,ND,13,WR13,WR13ND,NDWR13,25.825,30,0.49,0.58,1.73,0.0506,0,0.1137,0.1643,1,NA,0,0,NA,NA,57.5,42.62,22.8,18.6,16.51,4.2667,3.9,3.8,3.5333,3.25,NA,NA,NA,NA
252,Boulder,WR,ND,14,WR14,WR14ND,NDWR14,26.54,30,1.1,1.28,4.46,0.0278,0.231,0.0412,0.3,1,green,19,60.4,3.17895,11.6381,57,56.52,56.25,54.4,54.61,39.2,31,15.7333,5.9667,2.3,-2,-2,NA,NA
253,Boulder,WR,ND,15,WR15,WR15ND,NDWR15,26.43333333,30,0.33,0.3,0.68,0.0601,0,0.0601,0.1202,1,NA,0,0,NA,NA,31.3,23.5,13.5,8.7,6.985,5.0667,3.7,3.7,3.6667,3.45,NA,NA,NA,NA
254,Boulder,WR,ND,16,WR16,WR16ND,NDWR16,23.425,30,7,3.39,9.56,0,1.162,0,1.162,1,purple,70,271.2,3.93043,16.04559,65.5,64.56,64.35,64.2,63.5,56.7667,54.7,37,23.0667,7,-6.5,-6.5,NA,NA
255,Boulder,WR,ND,17,WR17,WR17ND,NDWR17,26.21666667,30,2.28,1.77,5.28,0.0329,0.2192,0.0329,0.285,1,green,18,57.4,3.02105,12.09524,63.4,58.78,60.35,55.8,54.61,50.7,38.95,26.8,16.6667,6.55,-0.9,-2.4,NA,NA
256,Boulder,WR,D,1,WR01,WR1D,DWR1,7.95625,29,tr,tr,tr,tr,0.0552,0.0859,0.1411,1,green,10,24.6,2.46,5.375,48.9,48.46,47.8,47.6,48.895,39.9,33.4,23.4333,15.8333,7.45,NA,NA,-0.55,-0.75
257,Boulder,WR,D,2,WR02,WR2D,DWR2,11.23571429,29,0.44,1.02,1.32,0,0,0.03,0.03,1,NA,0,0,NA,NA,61.5,53,36.2,33.6,25.4,19.3,19.3,19.8,17.3,8.9,NA,NA,NA,NA
258,Boulder,WR,D,3,WR03,WR3D,DWR3,NA,29,no pot,no pot,no pot,no pot,0.0519,0,0.0519,1,green,3,11.5,3.83333,13.975,7.2,NA,NA,NA,NA,7.2,4.9,4.8667,4.4667,4.1,NA,NA,NA,NA
259,Boulder,WR,D,4,WR04,WR4D,DWR4,7.278571429,29,tr,tr,tr,tr,0.175,0.0079,0.1829,1,green,22,70.6,3.20909,7.68333,52.5,49.98,49.7,47.5,48.895,51.6,43.5,29.4667,13.7,6.7,NA,NA,NA,NA
260,Boulder,WR,D,5,WR05,WR5D,DWR5,NA,29,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,4.4,4.4,4.1333,3.9667,3.4,NA,NA,NA,NA
261,Boulder,WR,D,6,WR06,WR6D,DWR6,7.488888889,29,0.86,1.85,3.29,0.0157,0.2339,0.0338,0.2834,1,green,22,68.3,3.10455,11.65,43.815,41.7,42.9,41.2,43.815,38,38.35,36.4333,23.3,9.3,-6.5,-2.75,NA,NA
262,Boulder,WR,D,7,WR07,WR7D,DWR7,6.964285714,29,1.4,2.13,3.93,0,0.3043,0.0121,0.3164,1,green,24,80.7,3.3625,13.17308,53.975,53.66,53.2,53.4,53.975,44.8,40,39.3667,27.8333,9.6,-1.95,-3.3,NA,NA
263,Boulder,WR,D,8,WR08,WR8D,DWR8,8.705555556,29,tr,tr,tr,tr,0.0592,0.0339,0.0931,1,green,4,15.5,3.875,16.02,66.675,63,65.9,65.1,66.675,57.1667,43.3,30.6333,18.8,6.95,NA,NA,NA,NA
264,Boulder,WR,D,9,WR09,WR9D,DWR9,6.541666667,29,tr,tr,tr,tr,0.2016,0.021,0.2226,1,green,18,90.5,5.02778,12.57368,45.4,42.58,41,NA,41.275,39.2333,37.8,33.5,21.7,9.1,NA,NA,-1.15,-1.15
265,Boulder,WR,D,10,WR10,WR10D,DWR10,13.11,29,0.38,0.43,1.28,0.0435,0,0.0569,0.1004,1,NA,0,0,NA,NA,45.1,39.08,25.5,19.7,12.7,4.6,4.6,4.6,4.2333,3.8,NA,NA,NA,NA
266,Boulder,WR,D,11,WR11,WR11D,DWR11,9.61875,29,0.64,0.64,2.65,0.0102,0.1069,0.1439,0.261,1,green,9,25.3,2.81111,11.00909,51,50.68,50.25,49.8,49.53,46.6667,41.6,37.7333,20.5667,6,-2.2,-3.75,NA,NA
267,Boulder,WR,D,12,WR12,WR12D,DWR12,8.21875,29,0.89,0.93,2.96,0,0.203,0.0273,0.2303,1,green,13,43.7,3.36154,14.68667,50.6,50.44,50.2,49.8,49.53,40.5667,37.9,32.9,19.5667,7.3,-2,-2.25,NA,NA
268,Boulder,WR,D,13,WR13,WR13D,DWR13,12.85,29,no pot,no pot,no pot,no pot,NA,NA,NA,0,NA,0,0,NA,NA,6.35,5.2,5.2,5.1,6.35,5,4.9,4.8667,4.7333,3.6,NA,NA,NA,NA
269,Boulder,WR,D,14,WR14,WR14D,DWR14,8.28,29,0.75,1.56,3.84,0,0.3491,0.0218,0.3709,1,green,32,94.6,2.95625,13.66667,49.9,48.22,48.9,48.8,47.625,38.0667,29.8,17.0667,8.7,3.35,-3.55,-3.55,NA,NA
270,Boulder,WR,D,15,WR15,WR15D,DWR15,NA,29,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,5.2,4.1,4.0333,3.6667,3.3,NA,NA,NA,NA
271,Boulder,WR,D,16,WR16,WR16D,DWR16,6.65,29,1.26,1.56,4.16,0.0133,0.4067,0.0133,0.4333,1,green,31,121.2,3.90968,24.46875,51.6,49.82,50.85,49.9,50.165,45.8333,39.95,32.5333,19.4333,7.15,-5.9,-5.95,NA,NA
272,Boulder,WR,D,17,WR17,WR17D,DWR17,9.48,29,0.76,1.28,3.13,0.0097,0.1505,0.1978,0.358,1,green,10,35.5,3.55,15.28333,46.4,45.82,46.4,45.7,46.355,36.6333,29.1,25.1,12.1667,3.9,-2.6,-2,NA,NA
273,Boulder,RC,ND,1,RC01,RC1ND,NDRC1,23.4,18,4.95,3.55,6.9,0,0.6181,0,0.6181,1,green,43,141.7,3.29535,16.37907,63.1,56.5,56.4,57.15,62.55,54.15,42.6,28.0667,13.7,6.6,-3.95,-4.1,NA,NA
274,Boulder,RC,ND,2,RC02,RC2ND,NDRC2,28.3625,18,1.54,1.56,3.72,0,0.1773,0.0737,0.251,1,green,11,34.8,3.16364,21.09167,59.9,59.9,49.15,52.07,52.45,42.45,32.55,22.7333,12.5667,8.3,-2,-2.65,NA,NA
275,Boulder,RC,ND,3,RC03,RC3ND,NDRC3,26.5625,18,3.06,2.56,5.34,0,0.3785,0.0083,0.3868,1,green,20,69.6,3.48,19.97,57.7,57.7,57.2,55.88,56.75,48.2,38.8,25.3667,11.5,5.7,-6.5,-6.5,NA,NA
276,Boulder,RC,ND,4,RC04,RC4ND,NDRC4,26.325,18,2.52,3.02,5.95,0,0.3814,0.0281,0.4095,1,green,19,71.2,3.74737,22.69524,62.4,NA,NA,60.325,58.05,62.3,59.05,42.9333,25.0667,16.6,-3.85,-4.05,NA,NA
277,Boulder,RC,ND,5,RC05,RC5ND,NDRC5,27.45,18,3.43,3.23,6.12,0,0.3912,0.0122,0.4034,1,green,30,75.1,2.34688,10.32188,62.8,59,61.25,57.15,62.05,56.8,50.1,36,18.7,10.3,-4.2,-6.5,NA,NA
278,Boulder,RC,ND,6,RC06,RC6ND,NDRC6,26.7375,18,5.14,3.26,7.3,0,0.4765,0,0.4765,1,green,20,96.2,4.81,17.28095,61.9,59.3,60.9,60.96,60.25,56.25,45.2,30.8667,14.1667,8.6,-4.05,-4,NA,NA
279,Boulder,RC,ND,7,RC07,RC7ND,NDRC7,27.4125,18,1.51,1.46,3.55,0,0.2611,0.0306,0.2917,1,green,16,53.7,3.35625,15.35294,54.8,50.1,54.15,51.435,51.15,42.75,33.45,19.1667,9.0333,6,-2.6,-4.8,NA,NA
280,Boulder,RC,ND,8,RC08,RC8ND,NDRC8,27.98333333,18,2.23,1.51,4.18,0,0.1637,0,0.1637,1,green,14,40.2,2.87143,14.33125,58.6,51.7,54,50.8,58.05,57.7,49.2,40.4667,24.4667,12.9,-4,-3.8,NA,NA
281,Boulder,RC,ND,9,RC09,RC9ND,NDRC9,28.43,18,0.06,0.17,0.37,0,0,0.0337,0.0337,1,NA,0,0,NA,NA,25.8,25.8,12,8.89,12.6,12.6,12.6,11.4667,9.5333,8.1,NA,NA,NA,NA
282,Boulder,RC,ND,10,RC10,RC10ND,NDRC10,NA,18,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,5.8,5.6,5.6,5.5333,4.6667,3.8,NA,NA,NA,NA
283,Boulder,RC,ND,11,RC11,RC11ND,NDRC11,27.88,18,1.13,1.21,3.39,0,0.0695,0.0602,0.1297,1,green,5,17.9,3.58,11.47143,53.4,52.2,52.1,51.435,53.4,48.95,41.3,35.6,16.7333,7.2,-1.6,-3.2,NA,NA
284,Boulder,RC,ND,12,RC12,RC12ND,NDRC12,28.3125,18,0.59,1.21,1.9,0,0.3022,0.0902,0.3924,1,green,14,58.8,4.2,20.6625,55.245,NA,NA,55.245,52.55,47.95,41.25,34.7667,15.8,8.9,NA,NA,-0.7,-1.8
285,Boulder,RC,ND,13,RC13,RC13ND,NDRC13,28.8625,18,1.55,1.37,4.08,0,0.172,0,0.172,1,green,16,46.7,2.91875,12.47222,49.8,49.8,49.8,49.53,47.65,46.05,41.3,28.5667,18.9,11.1,NA,NA,-0.58,-1.8
286,Boulder,RC,ND,14,RC14,RC14ND,NDRC14,27.55,18,1.38,1.69,4.06,0,0.1571,0.0396,0.1967,1,green,12,36.4,3.03333,13.13571,58.42,53.5,55.7,58.42,55.15,48.45,42.95,35.4,18.8333,9.2,-6,-6.1,NA,NA
287,Boulder,RC,ND,15,RC15,RC15ND,NDRC15,26.16666667,18,2.61,2.11,3.73,0.0462,0.0383,0.0816,0.1661,1,green,2,9.1,4.55,13.16667,76,61.8,61.5,65.405,75.9,72.9,62,42.9333,22.8667,11.1,-2.08,-3.73,NA,NA
288,Boulder,RC,ND,16,RC16,RC16ND,NDRC16,NA,18,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,7.2,7.2,7.2,6.1667,4.5,1,NA,NA,NA,NA
289,Boulder,RC,ND,17,RC17,RC17ND,NDRC17,25.625,18,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,49.8,49.8,42.45,40.64,32.3,27.8,24.05,17.5,8.9333,6.2,NA,NA,NA,NA
290,Boulder,RC,D,1,RC01,RC1D,DRC1,6.864285714,17,tr,tr,tr,tr,0.0582,0,0.0582,1,green,8,25.7,3.2125,8.65556,38.6,36.5,36.15,33.02,38.6,36,34.6,30.9667,15.6333,6.6,-8.24,-8.8,NA,NA
291,Boulder,RC,D,2,RC02,RC2D,DRC2,8.288888889,17,0.99,0.99,1.95,0,0.0872,0.0103,0.0975,1,green,9,27.3,3.03333,11.51,49.7,48.4,49.7,48.895,47.85,39.85,30.2,24.5,14,6.5,-3.1,-6.5,NA,NA
292,Boulder,RC,D,3,RC03,RC3D,DRC3,7.17,17,1.15,0.96,2.17,0,0.1312,0,0.1312,1,green,10,37.4,3.4,12.06667,51.6,50,51.6,50.8,51.1,45,35.3,25.0333,13.3,4.5,-5.7,-6.5,NA,NA
293,Boulder,RC,D,4,RC04,RC4D,DRC4,7.65,17,tr,tr,tr,tr,0.2631,0.0121,0.2752,1,green,14,53.5,3.82143,20.1875,69.215,68.8,68.55,69.215,67.05,61.5,49.6,37.9,22.8333,13.8,NA,NA,NA,NA
294,Boulder,RC,D,5,RC05,RC5D,DRC5,8.1875,17,0.92,1.99,2.92,0,0.2138,0.0723,0.2861,1,green,16,36,2.4,14.95882,54.9,54.2,54.7,49.53,54.5,50.1,43.05,31.1667,15.6667,6.6,-5.3,-6.5,NA,NA
295,Boulder,RC,D,6,RC06,RC6D,DRC6,7.264285714,17,tr,tr,tr,tr,0.1723,0,0.1723,1,green,8,36.7,4.5875,24.32222,57.3,56.1,56.7,55.88,52.8,47.1,39.75,33.1667,16.6667,10.1,NA,NA,-4.95,-6.5
296,Boulder,RC,D,7,RC07,RC7D,DRC7,7.35625,17,1.02,0.99,3.03,0,0.4692,0,0.4692,1,green,25,87.3,3.492,22.61154,46.6,44,42.9,43.18,46.15,42.7,35.7,23.9,10.3,4.9,-6.2,-6.5,NA,NA
297,Boulder,RC,D,8,RC08,RC8D,DRC8,10.32857143,17,0.63,0.77,2.06,0,0.0766,0.0597,0.1363,1,green,6,18.9,3.15,11.6875,54.3,47.1,46.95,48.895,54.2,53.85,46.9,38.1333,23.0333,11.5,-2.1,-2.35,NA,NA
298,Boulder,RC,D,9,RC09,RC9D,DRC9,NA,17,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,NA,NA,6.9,6.9,6.9,6.7333,5.8667,4.6,NA,NA,NA,NA
299,Boulder,RC,D,10,RC10,RC10D,DRC10,NA,17,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,4.5,4.5,5.95,7.4,7.3,6,NA,NA,NA,NA
300,Boulder,RC,D,11,RC11,RC11D,DRC11,7.85625,17,1.05,1.46,2.78,0,0.3015,0.0087,0.3102,1,green,14,44.2,3.4,24.25,45.7,43.6,44.1,43.18,45.7,42.9,36.1,24.9667,14.8,6.6,-6.5,-6.5,NA,NA
301,Boulder,RC,D,12,RC12,RC12D,DRC12,7.764285714,17,1.31,1.67,3.18,0,0.1587,0.0102,0.1689,1,green,10,35.2,3.52,16.925,52.9,52.9,52.65,52.07,51.85,48.75,42.1,31.4667,14.5,8.4,NA,NA,-0.75,-2.7
302,Boulder,RC,D,13,RC13,RC13D,DRC13,8.292857143,17,0.96,3.22,1.51,0,0.1104,0.0063,0.1167,1,green,8,28.7,3.5875,14.83,45.5,45.5,44.3,43.815,41.4,38.55,36.45,35.9,25.8333,19.9,NA,NA,-0.8,-1.9
303,Boulder,RC,D,14,RC14,RC14D,DRC14,8.691666667,17,0.98,1.71,3.2,0,0.0538,0.0521,0.1059,1,purple,3,11,3.66667,16.375,56,56,55.7,53.34,48.4,40.6,30.3,20.9,9.7667,5.1,-6.5,-6.5,NA,NA
304,Boulder,RC,D,15,RC15,RC15D,DRC15,7.29,17,tr,tr,tr,tr,0.1465,0.0106,0.1571,1,green,8,27.2,3.4,17,61.4,57.3,59.9,60.96,50.1,44.2,34.95,23.8667,11.8333,8.5,NA,NA,NA,NA
305,Boulder,RC,D,16,RC16,RC16D,DRC16,NA,17,no pot,no pot,no pot,no pot,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,3.5,3.5,3.5,3.4333,2.7333,2.5,NA,NA,NA,NA
